Employee_ID,Tasks_Assigned,Tasks_Completed,Avg_TAT_Hours,Error_Rate,Quality_Score,Escalations,Rework_Count,Experience_Years,Team,Shift,SLA_Status
EMP_1037,154,60,6.9,4.56,96.77,1,3,1.0,Ads,Day,Breached
EMP_7425,196,93,5.66,11.75,77.59,2,8,1.3,Ads,Night,Breached
EMP_6678,136,134,5.06,7.21,96.05,5,9,5.2,Moderation,Day,Breached
EMP_1261,85,85,5.43,12.23,70.13,8,8,5.9,QA,Night,Breached
EMP_7945,130,79,2.99,1.22,79.52,4,5,3.8,Ads,Day,Breached
EMP_2912,92,92,5.54,2.01,91.33,2,7,2.3,QA,Night,Met
EMP_8647,179,124,4.8,11.18,75.96,5,0,9.2,QA,Night,Breached
EMP_9826,183,183,6.79,6.57,97.17,5,9,5.5,Moderation,Night,Breached
EMP_7127,143,131,2.34,4.69,88.47,1,6,6.7,Support,Night,Met
EMP_4377,145,137,7.63,13.08,79.71,7,14,1.0,Support,Night,Breached
EMP_9525,151,92,3.78,13.85,86.71,9,4,1.4,Ads,Night,Breached
EMP_7199,137,137,8.69,4.55,96.38,9,1,8.9,Support,Night,Breached
EMP_3429,193,166,3.64,1.39,91.4,8,9,8.6,Ads,Night,Met
EMP_1070,96,76,7.43,7.88,76.36,2,14,3.4,Ads,Day,Breached
EMP_393,147,74,3.47,10.63,83.43,8,5,4.5,Ads,Day,Breached
EMP_9848,159,159,7.02,13.71,70.58,4,12,7.8,QA,Night,Breached
EMP_8691,82,82,5.25,0.87,77.02,3,9,6.5,Ads,Night,Met
EMP_5575,97,97,2.14,1.83,73.28,9,0,5.9,Moderation,Day,Met
EMP_1659,87,87,4.54,6.91,85.28,8,3,7.3,Ads,Day,Met
EMP_2032,141,141,3.82,0.43,94.98,8,6,1.0,Ads,Night,Met
EMP_6039,85,85,3.34,9.36,78.57,1,3,3.6,Moderation,Day,Met
EMP_4830,110,110,3.3,6.65,89.87,6,6,3.1,Ads,Day,Met
EMP_4752,183,98,,,,5,2,9.1,Ads,Night,Breached
EMP_5682,93,93,7.57,6.59,86.6,8,9,7.0,Ads,Night,Breached
EMP_4522,148,140,2.33,11.98,86.89,2,10,5.5,Ads,Day,Breached
EMP_3552,177,95,4.58,3.12,61.85,3,14,6.4,Support,Night,Breached
EMP_8637,94,94,2.63,5.87,94.51,7,7,1.0,Moderation,Day,Met
EMP_8169,118,118,3.65,0.9,84.51,3,8,9.0,Moderation,Day,Met
EMP_3162,89,84,2.62,12.71,83.17,2,4,4.8,Ads,Day,Met
EMP_7877,190,97,6.77,1.67,95.94,9,0,8.8,QA,Night,Breached
EMP_3381,100,100,5.0,12.17,79.3,0,7,7.2,Support,Night,Met
EMP_3537,185,84,8.75,11.35,66.38,9,1,7.4,QA,Night,Breached
EMP_5854,113,113,6.31,9.14,64.65,6,13,5.3,Moderation,Day,Breached
EMP_182,121,121,4.93,13.45,90.79,7,7,6.9,Moderation,Night,Breached
EMP_6460,192,187,5.13,3.57,75.21,8,12,6.3,Ads,Night,Breached
EMP_7280,152,98,7.74,3.7,97.5,0,0,4.9,Ads,Night,Breached
EMP_7770,123,78,5.42,4.98,86.04,5,10,2.3,QA,Night,Breached
EMP_948,193,116,6.36,4.58,63.16,7,12,7.1,Support,Night,Breached
EMP_917,107,107,7.3,1.55,60.59,1,10,4.4,Support,Night,Breached
EMP_7506,142,60,3.7,6.92,80.18,4,14,9.1,QA,Day,Breached
EMP_8175,128,128,4.35,3.06,89.01,0,7,8.9,Support,Day,Met
EMP_3093,196,127,3.86,1.92,62.26,7,1,8.9,QA,Day,Breached
EMP_6743,93,93,6.22,11.07,72.27,1,2,1.0,QA,Night,Met
EMP_8198,108,108,6.27,7.29,81.34,5,8,7.9,QA,Day,Breached
EMP_7791,171,171,3.61,6.8,84.34,5,2,9.0,Moderation,Night,Met
EMP_1268,141,141,,,,2,6,5.1,Ads,Day,Met
EMP_1133,190,79,3.84,8.74,69.29,1,6,3.4,Ads,Night,Breached
EMP_1829,188,132,3.06,12.27,98.72,1,10,0.7,Support,Day,Breached
EMP_8486,95,95,2.55,1.79,73.46,7,1,6.9,Moderation,Day,Met
EMP_9270,96,96,7.47,8.41,64.08,8,7,3.9,Support,Night,Breached
EMP_5652,85,85,,,,3,4,3.5,QA,Night,Breached
EMP_1858,91,91,7.04,6.01,89.35,4,14,2.0,QA,Day,Breached
EMP_3816,194,132,2.37,7.79,71.59,0,5,8.3,Moderation,Night,Breached
EMP_4944,104,104,6.55,1.75,92.76,4,6,7.1,Support,Day,Met
EMP_748,92,60,2.8,0.55,71.37,5,8,1.8,Moderation,Day,Breached
EMP_6042,173,164,6.69,4.89,93.69,0,5,6.2,QA,Night,Met
EMP_2745,145,129,7.13,14.36,74.13,3,2,7.0,QA,Day,Breached
EMP_6313,173,146,,,,3,14,2.6,Ads,Day,Breached
EMP_7792,162,160,3.84,8.96,93.35,2,5,7.1,Ads,Night,Met
EMP_1339,88,88,4.83,1.81,81.91,7,1,3.4,Support,Night,Met
EMP_3905,145,145,5.53,6.15,92.33,4,1,4.0,Support,Night,Met
EMP_6025,92,92,5.6,14.44,64.76,7,9,7.5,Support,Night,Breached
EMP_5022,126,126,2.87,8.12,70.97,8,5,5.6,QA,Day,Breached
EMP_1867,136,135,6.77,2.31,82.02,6,6,4.4,QA,Night,Met
EMP_4620,96,96,,,,4,8,8.0,Support,Day,Breached
EMP_2601,115,115,8.22,13.66,84.77,2,14,0.6,Ads,Day,Breached
EMP_7459,122,122,6.56,7.91,61.9,8,9,2.1,Support,Day,Breached
EMP_8224,191,113,5.53,0.65,99.5,4,1,9.2,Support,Day,Breached
EMP_3933,115,106,4.72,1.91,88.17,8,13,7.2,Ads,Night,Breached
EMP_9184,127,127,2.61,9.26,74.84,5,2,3.5,Ads,Night,Met
EMP_1988,190,160,,,,6,8,4.8,QA,Day,Met
EMP_5167,167,167,2.58,1.83,97.27,1,8,4.7,QA,Day,Met
EMP_755,184,174,3.73,10.88,89.99,9,9,2.8,Ads,Day,Breached
EMP_1676,174,174,2.53,0.46,73.24,1,2,2.6,Support,Night,Met
EMP_1365,141,75,6.42,1.34,91.16,4,1,7.0,Support,Night,Breached
EMP_9838,167,121,6.52,7.51,61.99,5,3,0.9,Support,Night,Breached
EMP_1391,157,107,3.4,5.49,72.63,8,9,7.3,Support,Night,Breached
EMP_9797,80,80,2.38,4.42,83.02,2,8,9.7,Support,Night,Met
EMP_375,163,163,3.86,10.98,71.38,0,0,7.4,Ads,Day,Met
EMP_3504,108,108,8.52,2.88,76.11,7,3,5.5,QA,Day,Breached
EMP_7273,82,63,4.46,14.58,70.01,4,7,3.2,Moderation,Day,Breached
EMP_657,192,126,3.65,7.69,86.95,5,14,3.5,Moderation,Day,Breached
EMP_7038,83,83,3.33,5.91,77.83,8,3,7.3,QA,Night,Met
EMP_4935,92,92,5.57,2.86,85.16,2,12,3.0,Ads,Night,Met
EMP_9776,122,122,8.0,3.42,82.24,3,2,3.5,QA,Night,Breached
EMP_5967,147,147,2.02,11.55,82.14,3,3,4.2,Ads,Night,Met
EMP_4426,160,101,7.8,13.86,85.2,8,6,3.0,Moderation,Day,Breached
EMP_5093,86,86,4.82,2.97,82.07,1,6,7.7,QA,Night,Met
EMP_6202,138,138,6.83,5.5,74.23,1,5,7.5,Moderation,Day,Met
EMP_9730,188,188,8.76,6.11,87.82,8,2,1.0,Ads,Day,Breached
EMP_1454,194,147,,,,5,4,1.6,Moderation,Night,Met
EMP_5463,130,130,7.41,14.78,97.13,7,9,4.2,QA,Day,Breached
EMP_6455,100,69,5.61,7.86,89.91,5,5,3.3,Support,Night,Breached
EMP_3100,115,115,3.92,2.13,78.99,4,1,7.6,Support,Day,Met
EMP_7469,159,159,6.18,7.22,94.29,8,2,7.3,QA,Day,Met
EMP_7782,183,60,7.19,2.51,68.1,2,11,2.5,Ads,Night,Breached
EMP_5214,123,105,3.21,4.96,89.51,6,2,7.3,QA,Day,Met
EMP_4069,113,113,5.62,7.63,93.22,4,1,2.3,Support,Night,Met
EMP_3511,158,119,6.27,8.64,83.39,9,2,5.6,Moderation,Night,Met
EMP_5806,111,111,,,,1,1,6.7,Moderation,Night,Met
EMP_4599,103,89,4.71,3.02,65.33,3,1,0.5,Ads,Day,Breached
EMP_7580,138,97,4.94,5.67,92.66,1,14,1.5,Ads,Day,Breached
EMP_3159,157,67,6.49,0.55,67.14,0,10,3.9,Ads,Day,Breached
EMP_2976,114,114,5.36,5.82,77.05,1,4,1.4,QA,Day,Met
EMP_3178,178,76,7.12,0.28,77.0,2,5,3.6,Ads,Day,Breached
EMP_39,138,89,4.26,3.86,61.2,6,0,5.2,Moderation,Night,Breached
EMP_6913,102,102,6.29,14.18,86.95,8,13,0.6,Support,Night,Breached
EMP_7865,98,98,6.56,12.46,95.39,5,6,4.2,QA,Day,Breached
EMP_6846,172,89,3.27,2.57,77.9,8,10,2.1,Ads,Night,Breached
EMP_1966,109,109,3.78,3.49,83.64,0,0,7.9,Ads,Day,Met
EMP_9380,179,153,3.67,1.12,98.29,3,8,8.0,Ads,Day,Met
EMP_4039,107,107,4.98,12.18,87.22,4,3,6.2,Support,Night,Met
EMP_3344,100,100,2.32,3.11,96.47,1,6,1.1,Support,Night,Met
EMP_2612,153,64,2.81,9.11,72.4,0,1,6.1,Moderation,Day,Breached
EMP_7323,175,111,4.8,4.33,62.68,8,1,9.4,Support,Day,Breached
EMP_3235,141,125,2.11,0.71,74.45,6,5,4.9,Moderation,Night,Met
EMP_4757,80,80,2.9,1.32,93.25,8,5,4.4,Ads,Day,Met
EMP_9285,179,179,2.35,1.59,83.9,9,3,5.9,Support,Night,Met
EMP_122,108,108,3.46,13.84,76.65,3,2,7.6,Moderation,Day,Met
EMP_8779,129,67,6.18,3.54,66.23,6,0,7.9,Ads,Day,Breached
EMP_859,104,96,6.68,7.91,98.13,3,2,3.0,Support,Day,Met
EMP_5579,195,84,8.23,3.35,82.77,3,3,9.1,Moderation,Day,Breached
EMP_9923,171,144,7.53,6.67,82.74,0,8,6.8,Support,Night,Breached
EMP_6020,152,76,7.66,3.26,75.16,6,13,0.6,Moderation,Day,Breached
EMP_9937,174,107,6.43,8.28,91.84,9,12,0.7,QA,Night,Breached
EMP_8830,140,116,3.31,10.66,88.25,3,0,5.6,Support,Day,Met
EMP_7387,153,149,6.95,14.83,94.77,3,13,7.0,Ads,Night,Breached
EMP_7826,154,154,4.55,3.48,80.91,6,10,3.8,Moderation,Day,Met
EMP_4010,178,67,8.77,1.67,60.21,6,8,7.5,Ads,Night,Breached
EMP_3450,119,119,8.95,7.16,71.26,2,6,4.8,Moderation,Night,Breached
EMP_7385,190,143,6.13,9.42,78.57,8,9,4.8,Ads,Day,Breached
EMP_7416,121,121,6.17,14.55,79.1,1,2,6.2,Ads,Day,Met
EMP_8344,102,102,4.93,10.38,69.54,8,2,6.8,Ads,Night,Breached
EMP_6491,143,135,3.23,6.17,70.81,9,9,8.8,QA,Day,Breached
EMP_4025,187,146,,,,5,2,7.6,Moderation,Day,Met
EMP_6513,122,64,5.47,8.27,64.91,9,11,9.7,Ads,Night,Breached
EMP_942,126,106,2.02,12.58,62.01,9,7,9.4,Support,Day,Breached
EMP_5468,155,155,6.34,1.57,76.1,6,0,3.7,Ads,Night,Met
EMP_5516,96,96,3.53,1.94,84.18,1,8,3.2,QA,Night,Met
EMP_2527,171,171,2.44,3.97,86.3,8,10,1.4,Moderation,Night,Breached
EMP_8155,167,129,2.14,9.18,99.01,7,11,5.3,QA,Night,Breached
EMP_8651,128,128,,,,4,5,6.7,Moderation,Day,Met
EMP_5198,117,117,6.85,2.17,95.75,3,0,9.1,QA,Night,Met
EMP_1240,173,167,5.0,3.95,91.24,8,1,9.8,Support,Day,Met
EMP_4265,170,121,6.28,6.08,74.98,1,4,1.7,QA,Night,Breached
EMP_4064,170,170,7.67,3.27,91.96,0,3,5.7,QA,Day,Breached
EMP_3217,162,138,8.65,0.54,82.53,5,14,4.1,QA,Day,Breached
EMP_453,132,132,5.28,4.98,65.42,4,7,1.4,Ads,Day,Breached
EMP_334,129,129,2.13,1.71,76.96,2,1,8.3,Moderation,Day,Met
EMP_1942,169,124,7.23,3.12,83.56,0,8,9.7,Support,Day,Breached
EMP_339,178,132,8.24,4.32,74.55,0,1,2.7,Moderation,Day,Breached
EMP_2496,97,97,4.53,11.67,91.42,0,8,7.4,Ads,Day,Met
EMP_6791,120,120,,,,5,11,5.5,Moderation,Night,Breached
EMP_5652,85,85,,,,3,4,3.5,QA,Night,Breached
EMP_9017,149,149,,,,5,1,1.5,Ads,Day,Met
EMP_5225,174,174,,,,0,7,5.4,Moderation,Night,Met
EMP_3354,158,158,4.31,0.17,67.36,4,7,6.8,QA,Day,Breached
EMP_1636,134,134,7.67,1.37,73.02,1,13,1.0,QA,Night,Breached
EMP_3159,157,67,6.49,0.55,67.14,0,10,3.9,Ads,Day,Breached
EMP_5754,85,85,3.33,11.91,72.84,1,2,6.4,QA,Night,Met
EMP_2033,156,91,4.1,13.15,82.17,5,8,4.5,QA,Day,Breached
EMP_9073,149,149,,,,4,10,3.7,Moderation,Night,Met
EMP_653,103,94,5.3,14.29,67.12,4,3,5.5,QA,Night,Breached
EMP_6741,139,96,2.99,13.19,62.64,9,5,1.3,QA,Night,Breached
EMP_5575,97,97,2.14,1.83,73.28,9,0,5.9,Moderation,Day,Met
EMP_8548,97,85,7.93,0.62,89.01,6,13,4.7,Support,Day,Breached
EMP_9167,81,81,6.76,13.28,97.8,2,2,5.9,Ads,Night,Met
EMP_7488,94,94,3.26,7.21,97.31,9,7,8.1,Ads,Night,Breached
EMP_3876,142,91,4.42,7.7,91.08,2,1,4.0,Support,Day,Breached
EMP_733,192,162,7.4,1.69,66.75,4,1,3.9,Ads,Night,Breached
EMP_6999,198,170,5.72,7.4,94.19,5,2,4.5,Moderation,Day,Met
EMP_6783,128,123,4.14,11.46,61.72,5,0,5.1,Moderation,Night,Breached
EMP_5746,178,172,3.6,1.11,92.58,3,7,6.8,QA,Day,Met
EMP_1971,111,111,4.89,6.73,99.56,3,5,5.1,Moderation,Day,Met
EMP_5752,101,101,6.43,2.9,87.01,2,3,6.9,Support,Day,Met
EMP_350,91,86,,,,5,9,8.2,Moderation,Night,Met
EMP_3282,137,120,2.83,13.92,89.46,2,1,2.6,Ads,Day,Met
EMP_1968,92,92,2.4,12.38,67.15,7,8,2.9,Ads,Night,Breached
EMP_4530,83,83,8.45,6.29,95.46,3,13,6.2,Ads,Night,Breached
EMP_7820,175,175,7.2,10.47,71.65,9,12,2.7,Moderation,Night,Breached
EMP_4435,169,125,2.28,4.37,79.34,4,11,1.9,Ads,Day,Breached
EMP_2109,177,116,8.16,0.41,68.51,0,7,1.8,Support,Night,Breached
EMP_9560,172,172,3.68,5.65,89.96,9,2,1.9,QA,Night,Met
EMP_4678,171,132,,,,3,8,6.0,QA,Night,Breached
EMP_3498,101,60,4.7,13.25,68.97,6,2,9.7,Moderation,Day,Breached
EMP_3511,158,119,6.27,8.64,83.39,9,2,5.6,Moderation,Night,Met
EMP_7270,188,188,6.23,12.93,80.77,0,4,4.9,Support,Night,Met
EMP_1294,117,117,5.64,2.9,60.68,4,7,4.3,Support,Day,Breached
EMP_4209,127,127,8.46,8.14,66.92,7,14,9.2,QA,Night,Breached
EMP_1244,88,88,8.57,13.55,70.86,8,0,2.0,Moderation,Night,Breached
EMP_3495,101,101,,,,9,10,8.7,Support,Day,Breached
EMP_579,102,81,3.81,8.62,69.28,0,8,9.6,Moderation,Day,Breached
EMP_4025,187,146,,,,5,2,7.6,Moderation,Day,Met
EMP_4399,184,173,,,,4,2,0.7,QA,Day,Met
EMP_1867,136,135,6.77,2.31,82.02,6,6,4.4,QA,Night,Met
EMP_5979,167,167,5.96,1.79,92.29,4,7,2.3,Moderation,Day,Met
EMP_1364,105,105,3.27,5.08,98.7,8,11,3.7,Ads,Day,Breached
EMP_424,109,89,2.92,4.79,99.79,9,8,1.8,Support,Day,Breached
EMP_2350,157,123,,,,3,11,3.5,QA,Day,Breached
EMP_1207,190,151,6.77,11.69,80.08,2,0,2.8,Support,Night,Met
EMP_6447,177,134,5.73,4.04,90.21,2,12,3.1,Ads,Night,Met
EMP_8420,121,106,,,,3,6,4.8,QA,Night,Met
EMP_6634,128,128,3.34,6.41,90.14,0,3,2.8,Ads,Night,Met
EMP_7856,155,98,4.69,2.11,93.57,4,12,1.6,Ads,Day,Breached
EMP_3391,86,86,4.74,2.97,87.14,3,13,9.0,Support,Night,Met
EMP_3633,98,98,7.67,10.46,83.02,4,9,1.0,Ads,Night,Breached
EMP_4248,108,96,6.84,1.18,82.79,0,14,9.9,Ads,Day,Met
EMP_9496,129,125,,,,1,14,2.1,Support,Day,Breached
EMP_6110,148,79,6.6,6.69,78.17,9,12,7.9,Support,Night,Breached
EMP_4607,96,96,,,,0,11,1.8,QA,Night,Met
EMP_3332,120,120,,,,0,9,5.0,Support,Day,Met
EMP_9356,156,156,,,,6,0,6.7,Moderation,Day,Met
EMP_7275,87,85,2.57,5.75,93.61,4,6,4.2,Support,Night,Met
EMP_5318,198,93,3.45,7.77,91.87,1,8,1.1,QA,Day,Breached
EMP_4211,180,180,6.23,4.14,82.41,8,2,3.1,QA,Day,Met
EMP_7387,153,149,6.95,14.83,94.77,3,13,7.0,Ads,Night,Breached
EMP_5047,122,122,3.34,0.61,81.71,1,2,0.7,Ads,Day,Met
EMP_3456,138,138,,,,8,4,7.5,Support,Day,Breached
EMP_4282,87,87,2.64,9.65,76.49,7,4,5.8,QA,Day,Breached
EMP_6147,197,100,8.34,1.38,99.08,9,10,3.0,Ads,Night,Breached
EMP_1098,146,146,7.99,10.05,85.57,9,3,7.8,Ads,Night,Breached
EMP_7861,118,118,3.13,1.31,74.69,7,7,7.0,Support,Night,Met
EMP_8909,192,83,,,,8,4,8.1,Moderation,Day,Breached
EMP_6318,189,152,5.27,11.42,75.44,2,4,7.2,Support,Night,Met
EMP_4502,170,170,5.36,4.55,94.7,5,8,9.1,Support,Day,Met
EMP_9017,149,149,,,,5,1,1.5,Ads,Day,Met
EMP_7216,96,74,2.33,3.09,94.88,4,12,3.4,Ads,Night,Met
EMP_7391,137,137,3.86,4.42,63.88,6,9,1.0,QA,Day,Breached
EMP_5858,129,129,,,,0,1,1.7,Moderation,Day,Met
EMP_416,188,176,4.54,4.09,79.59,6,1,5.7,Ads,Day,Met
EMP_1163,135,135,3.87,4.95,63.06,2,13,4.3,Moderation,Night,Breached
EMP_540,139,114,3.41,2.42,77.26,0,3,4.1,QA,Day,Met
EMP_9083,86,86,4.01,4.77,94.2,4,0,8.9,Moderation,Day,Met
EMP_3097,195,120,5.36,14.72,78.38,3,13,1.9,Support,Day,Breached
EMP_2524,99,84,,,,3,10,3.1,Ads,Night,Breached
EMP_3682,126,69,8.38,9.8,85.29,4,11,8.1,QA,Night,Breached
EMP_835,170,120,4.63,9.53,90.23,5,6,8.9,Moderation,Night,Breached
EMP_6607,167,109,,,,1,13,9.4,Support,Night,Breached
EMP_6133,104,104,4.97,14.44,84.28,0,1,7.7,Moderation,Day,Met
EMP_1604,119,119,3.55,11.72,81.46,2,3,0.8,Moderation,Night,Met
EMP_7222,198,187,6.0,9.7,71.15,3,6,2.0,Support,Day,Met
EMP_8274,97,97,,,,8,2,1.6,Moderation,Night,Breached
EMP_8779,129,67,6.18,3.54,66.23,6,0,7.9,Ads,Day,Breached
EMP_2311,140,132,5.45,7.77,76.6,5,5,2.0,Moderation,Day,Met
EMP_5838,188,67,4.07,1.0,94.18,6,10,3.0,Support,Night,Breached
EMP_8950,157,157,5.92,9.15,72.43,0,2,6.6,Support,Day,Met
EMP_6160,132,76,2.32,1.55,77.52,6,9,7.8,QA,Night,Breached
EMP_5809,127,127,3.54,12.37,92.4,1,1,7.6,Ads,Night,Met
EMP_65,93,93,4.18,8.75,87.58,5,0,9.1,Support,Day,Met
EMP_1614,171,92,5.81,3.44,71.29,8,2,3.0,Support,Night,Breached
EMP_1640,86,69,8.27,2.03,80.53,3,0,3.3,Ads,Night,Breached
EMP_3769,149,137,6.85,4.8,64.2,5,9,1.4,QA,Day,Breached
EMP_2785,144,144,4.86,4.16,90.63,0,13,6.9,QA,Night,Met
EMP_8553,83,83,4.06,8.69,90.34,6,12,1.4,Moderation,Night,Breached
EMP_2162,142,129,5.57,13.09,81.19,1,2,5.3,QA,Night,Met
EMP_2307,137,137,6.24,6.68,68.45,1,1,3.2,Support,Day,Breached
EMP_7325,180,164,6.51,6.42,77.11,2,8,3.8,Ads,Night,Met
EMP_3379,84,84,2.55,9.73,63.36,8,5,7.4,Ads,Night,Breached
EMP_6710,161,108,2.11,12.92,70.41,6,12,3.7,QA,Day,Breached
EMP_1645,198,107,8.46,8.04,72.31,3,5,9.5,QA,Night,Breached
EMP_5527,142,71,8.36,6.56,78.01,0,1,10.0,QA,Night,Breached
EMP_9584,132,132,4.49,10.24,80.44,8,11,6.7,Moderation,Night,Breached
EMP_1456,115,115,5.21,5.92,75.04,0,0,7.8,QA,Day,Met
EMP_4012,171,93,8.89,10.4,86.05,1,4,3.5,QA,Day,Breached
EMP_4195,172,152,2.41,1.17,91.82,1,7,6.4,Moderation,Day,Met
EMP_1094,183,98,7.67,7.94,97.29,3,8,1.2,Moderation,Night,Breached
EMP_4409,197,160,6.34,10.77,81.5,5,3,5.6,QA,Day,Met
EMP_4069,113,113,5.62,7.63,93.22,4,1,2.3,Support,Night,Met
EMP_8025,129,112,6.27,12.12,86.41,9,11,3.0,QA,Day,Breached
EMP_1907,93,93,4.58,4.05,68.86,0,13,1.2,Ads,Day,Breached
EMP_1947,94,94,5.94,13.97,66.53,8,4,9.2,Moderation,Night,Breached
EMP_3808,148,118,7.5,14.79,74.4,0,5,9.5,Moderation,Night,Breached
EMP_8892,111,111,7.91,6.69,66.01,3,1,2.1,Moderation,Night,Breached
EMP_1195,104,104,2.91,2.25,74.46,7,8,5.3,QA,Night,Met
EMP_4266,134,76,8.98,14.53,94.82,3,10,6.5,Ads,Day,Breached
EMP_4257,155,131,6.19,1.83,81.06,8,5,5.5,Support,Night,Met
EMP_1272,154,154,7.74,7.31,89.83,7,11,7.4,Support,Night,Breached
EMP_1335,157,120,3.8,9.78,92.49,2,3,2.1,QA,Day,Met
EMP_650,188,72,7.43,8.94,96.34,1,14,8.5,Ads,Day,Breached
EMP_1281,197,84,2.03,2.35,73.67,7,3,5.5,Ads,Night,Breached
EMP_6404,109,109,3.25,5.13,95.87,1,13,4.6,Support,Day,Met
EMP_3885,189,186,2.33,9.98,74.07,4,3,2.9,QA,Night,Met
EMP_9494,100,75,4.72,4.49,64.79,8,5,4.6,Moderation,Night,Breached
EMP_5493,95,95,2.81,1.52,82.72,0,11,4.8,QA,Day,Met
EMP_4757,80,80,2.9,1.32,93.25,8,5,4.4,Ads,Day,Met
EMP_3836,107,107,3.16,1.75,68.67,3,6,8.6,QA,Night,Breached
EMP_7638,133,133,6.1,2.04,65.99,5,13,2.3,Support,Day,Breached
EMP_9521,103,103,4.77,9.83,70.44,6,1,7.2,Support,Day,Met
EMP_8679,85,85,6.31,10.6,85.27,0,9,8.1,Ads,Day,Met
EMP_8098,149,69,4.28,7.29,80.65,6,5,4.3,QA,Night,Breached
EMP_1576,184,68,7.84,14.04,61.6,2,10,5.5,QA,Night,Breached
EMP_574,169,144,5.91,1.88,91.02,6,4,8.4,Support,Night,Met
EMP_213,196,177,5.75,9.6,94.28,1,0,6.4,Moderation,Night,Met
EMP_5482,104,104,3.21,14.78,74.1,0,11,3.6,Ads,Day,Breached
EMP_5467,171,171,6.58,3.84,67.44,6,13,2.7,QA,Day,Breached
EMP_6316,107,107,4.83,5.9,70.04,0,0,9.4,QA,Night,Met
EMP_3441,174,67,8.76,5.31,93.0,8,14,6.9,QA,Day,Breached
EMP_2443,182,182,6.43,11.02,61.1,4,1,8.7,QA,Night,Breached
EMP_9255,105,105,3.62,4.63,74.17,1,12,8.4,QA,Night,Met
EMP_5254,194,110,6.79,0.99,67.38,6,13,9.3,Moderation,Day,Breached
EMP_4080,80,80,8.93,14.48,69.2,0,5,9.4,Support,Night,Breached
EMP_4208,148,61,5.71,0.48,63.9,5,2,3.2,Moderation,Day,Breached
EMP_5961,163,157,4.27,0.25,72.18,5,14,0.7,Moderation,Night,Met
EMP_1332,139,129,4.63,8.31,88.2,7,1,7.9,Ads,Night,Met
EMP_3487,183,83,7.47,1.39,68.81,4,4,2.4,Moderation,Night,Breached
EMP_9557,131,131,6.59,10.9,97.06,3,12,5.7,Ads,Night,Breached
EMP_4153,142,142,4.53,8.61,81.42,3,12,8.5,Support,Night,Breached
EMP_808,129,129,2.62,9.58,77.03,4,1,8.5,Support,Day,Met
EMP_1796,115,115,2.39,9.14,95.27,5,9,8.2,Ads,Night,Breached
EMP_4160,199,161,6.51,10.82,73.65,6,7,9.3,Support,Night,Breached
EMP_2620,99,99,4.08,10.99,89.92,1,3,4.8,Support,Day,Met
EMP_3118,147,147,,,,4,4,8.2,Moderation,Night,Met
EMP_5316,133,133,7.77,2.06,67.5,4,7,1.9,QA,Night,Breached
EMP_1226,180,113,8.13,6.98,75.79,9,9,5.4,QA,Day,Breached
EMP_2147,159,124,5.44,12.47,68.11,1,14,5.3,Support,Day,Breached
EMP_1840,80,80,6.23,9.15,85.8,2,2,9.2,QA,Day,Met
EMP_700,86,86,2.4,13.51,64.94,4,4,9.8,QA,Night,Breached
EMP_3850,153,147,2.47,14.84,96.63,3,8,5.5,QA,Night,Breached
EMP_7913,177,145,8.9,0.08,80.01,8,9,6.4,Ads,Day,Breached
EMP_4125,141,141,3.6,2.98,80.53,8,1,3.5,QA,Day,Met
EMP_6238,195,193,,,,4,5,6.6,QA,Night,Met
EMP_2432,198,90,7.87,9.47,91.37,3,7,4.0,Support,Night,Breached
EMP_6392,94,68,4.21,1.18,74.92,2,3,5.1,Moderation,Day,Breached
EMP_6031,102,102,5.28,2.97,83.91,9,3,4.3,Support,Day,Met
EMP_2739,127,92,6.9,8.34,65.82,2,7,1.9,Moderation,Day,Breached
EMP_2809,125,125,7.26,1.06,98.32,0,9,7.8,Ads,Day,Breached
EMP_4496,97,97,6.04,9.69,91.6,5,13,8.0,Moderation,Day,Breached
EMP_923,106,106,3.59,8.48,74.18,7,0,7.9,Support,Night,Met
EMP_4093,100,65,5.62,5.88,92.98,3,13,4.3,Support,Night,Breached
EMP_3390,162,162,5.27,13.48,84.21,3,3,1.0,Ads,Day,Met
EMP_537,94,94,4.57,2.55,71.59,8,1,4.8,Ads,Day,Met
EMP_8278,136,136,7.45,7.56,76.51,2,10,3.7,Moderation,Day,Breached
EMP_3908,82,82,4.01,11.76,80.57,5,5,2.3,QA,Day,Breached
EMP_6337,163,116,3.82,3.95,68.54,4,4,6.5,Support,Night,Breached
EMP_3536,87,80,5.26,1.09,72.79,4,1,9.0,Moderation,Night,Met
EMP_7747,95,95,7.43,3.26,63.41,1,5,7.7,Ads,Night,Breached
EMP_505,115,115,5.17,14.94,92.42,3,9,1.1,Moderation,Night,Breached
EMP_847,171,118,7.59,3.46,80.36,1,1,6.9,QA,Night,Breached
EMP_8189,118,92,5.48,7.55,73.82,1,2,6.4,Ads,Day,Met
EMP_2310,113,108,4.3,14.06,89.76,5,3,2.0,Support,Night,Breached
EMP_3710,105,105,,,,3,6,1.9,Moderation,Night,Met
EMP_1898,89,89,6.59,7.05,65.98,1,14,4.0,Support,Day,Breached
EMP_2654,105,82,2.59,0.95,83.82,1,10,6.5,Support,Night,Met
EMP_6610,131,131,4.79,1.33,81.9,6,11,6.6,Ads,Day,Met
EMP_6990,187,97,2.3,2.05,85.23,7,0,2.1,QA,Day,Breached
